x1,x2,x3,x4,x5,y
5.872403654254946,3.214220777230772,6.297952230098733,4.85521053469186,7.168624980573198,35.36027131794573
2.307095066311714,2.765938541746099,15.700302698775886,11.367421427997572,5.190848657204082,35.75859534489715
9.626037077974635,2.77303076276691,1.1506769583928333,6.0277472538527475,1.4354905732406893,33.29673726977496
0.8219398169662506,1.4551280219305247,5.500650004106973,11.030385111945746,0.7584525640339796,16.0119972754133
8.972085792662218,4.8330352252238375,15.86148112023303,13.51104098634971,2.835899298953831,60.65185695090304
3.1563351190463718,2.6406391445651205,3.92436213326651,12.33836535675135,4.947672822255344,21.823295844352653
0.0749149451645148,4.270164811837901,18.951698691207923,7.523494994448214,5.635510008812898,42.553400894494914
8.461934185258018,3.219866664241065,4.974002318653909,9.663197681609939,7.263607282157479,37.15311685760975
1.810994948282576,3.7354838929887695,1.1345110127046287,2.709203240542953,4.779563322373414,22.167528032571514
1.6574280685588516,2.5453517375957797,15.023923799759801,14.289860640193558,0.26874413671101127,30.566788249980515
4.312615411064513,4.746296421181384,7.218384310422852,13.97261908332806,7.693632436937336,34.640665995778605
3.0440874136853036,1.5368504420896416,0.01557926982071578,12.447830134246685,7.3820831112655,11.019224749972729
8.447437827187738,1.2923689109668897,14.495446771885307,6.862889017251001,0.533316185121496,42.764999192035866
6.222677785596504,4.044335881190909,8.987949955269732,2.749862175235927,6.839150268296121,42.2907533512339
0.3883613135090269,4.429188522941331,6.950545623966282,13.944135918508458,1.0118931791574317,19.438817301823065
4.57191822421728,4.5923935001019585,5.85350916537781,13.273299534484542,5.814107842268976,35.255313273081896
9.934923417776218,2.831992404296299,5.70769255085769,6.394414638807536,6.138571919000847,43.52965111746163
6.633172371197091,0.2848800820218589,15.872241609359916,6.18966179630511,6.7583406650975855,41.73906258941304
2.082337330981001,2.9629456885814647,6.7093417561904385,0.7066580969566899,4.953119297307717,26.92632810727791
2.407491141849527,0.06092914646934511,18.43327099790402,0.13766256910920593,0.1476682984785027,39.278066897910975
